id_tweet,texto,sentimento
860456089925677056,Nem sequer te toquei nem venhas :) ahhah https:t.coahwXUINWsq,positivo
860636192727064576,aí n tenho mais Netflix :(,negativo
861193251046531072,Hj era dia de ver meu amr :(,negativo
860673762190127104,Hoje é aniversário da mãezinha minhaaaa :),positivo
860452343854321668,@marcelaabastos Força! Vc consegue :),positivo
860130301397348353,@JSnotario  há novela q lhe chegue perto :) e depois temos portas guionista d reforma d estado d um lado e viuvinh https:t.coEBy7DotacR,positivo
860970324405489668,"Ele tá bem ,vi ele hj :) https:t.coQCy1syiOvT",positivo
860141975332323329,Não Vai Ter Mais Videos De Minecraft? :( https:t.cotqQV8f8MEI via @YouTube,negativo
859020291053424640,"É hoje,aquele pagodinho diferente!haha :)",positivo
859118402094477312,Chupala :),positivo
859014736016551937,Hoje é um dia que fica marcado em nossas vidas... vc pensa em levantar pra trabalhar mais lembra que é feriado :),positivo
859560165942710272,Tô muito triste porque não fui na aula de canto hoje :(,negativo
859575232700481538,eu me importo com gestos tão pequenos :(,negativo
859936353131393024,@jiminmik obrigada :),positivo
860494944041148416,Gostas de alguem neste momento?  epah eu nem tenho tempo pra pensar nessas cenas :( https:t.cobyWwj9tnrq,negativo
858794460347588608,a meu amor ela deve tá tão cansada eu quero cuidar dela :( https:t.codvRJBVeByn,negativo
860964965750124548,que saudade deles :( https:t.coMxdS1dOxOT,negativo
861263789903269892,"@essadebora feliz aniversário, MARAVILHOSA! minha vida ficou mais bonita e poética desde que esbarrei contigo naquela livraria aquele dia :)",positivo
861015152602361857,@AREtoiles NADOUUUU :(,negativo
859324692146135041,"Se me fodem a cabeça hoje, axo que nao vai ser bom :(",negativo
860453145561968640,@Surveys4You Meu pai :(,negativo
859096521442242561,@OSDONOSDABOLA voçeis são os melhores apresentadores do MUNDO... PARABÉNS BAND :),positivo
859855613387583488,@DaniEsteveQ @HawkersCo De nada :),positivo
859101847881224192,Carol ta tão triste mano não gosto de ver ela assim :(,negativo
860677649806626817,@PaulGX17 Sim! E o ambiente mudou bastante desde ultima vez que fui. Gostei :),positivo
859698031616282624,"@vnsxg ai meu nenê, eu que te amo :(",negativo
860661378109120516,As duas coisas :) https:t.coWQkd2bDmqi,positivo
860707101441708032,@_LittleBob @SilvioSantosCS @RenatoEstranho Logo agora que eles planejavam ter um filho. :),positivo
859852218077458432,"e foi de biologia da conservaçao, melhor materia que eu to fazendo esse periodo :)",positivo
859025387493482496,@cristovinho08 es mesmo :(,negativo
859593979268145154,Indiretas não me atinge . Tenta ser mais direto :) quem sabe que eu não ignoro,positivo
861306699583557633,@imagnebts @BTS_twt Tá não miga :),positivo
859898590424125441,@pmarsupia SUPER PARENTESIS :),positivo
858989788526936066,Esta superficie hermoso ! 1000000 :) ASDASDASD https:t.co6abABqI7B1,positivo
861265490097971200,"Galera Coxa, que puder colaborar, é só comentar com um coração verde. :) https:t.co4YJbD2ZqJy",positivo
860835590882955264,"oq vai fazer amanha?  estudar, crisma e missa :) https:t.cod48E7zO6Kp",positivo
860041715314503680,"Fui ao dentista, cheguei atrasada, mandaram-me para a gestão de conflitos, e agora vou ficar aqui a ver a minha série, ok :)",positivo
858804254760456196,"@ManelVieira Não é igual miúdo! Queria estar até ao fim, mas amanhã é a rasgar e vou lá estar louco da cabeça nada me interessa :)",positivo
860344606361341952,Não basta ter enxaqueca. Tem de ser enxaqueca com aura. :(,negativo
859234485572915200,"@Portilhoos Putz, que pena :(",negativo
859008620603871232,queria passar o dia com a minha mãe :(,negativo
860404883375235073,@luisapeterlongo Que lindas... Agora precisamos de uma foto atual também :),positivo
859574545832964096,ai brode sonho com isso td dia :( https:t.coybGNQsmsvZ,negativo
860206770421149697,adeus vou mirar o celta :),positivo
860189821377159169,"@screamtrouxa não tecnicamente morreu , ele não quer mais carregar :(",negativo
859545679630413824,tô toda dolorida :(,negativo
859589874973913088,Tá uma Shawnfadeza essa votação! :( #ShawnBBMAs,negativo
859035547553198081,AQUI OS TWEETS JA ESTÃO PREPARADOS (PEGUEI DE UM @ AQUI DO TT Q ESQUECI :() https:t.coQPYyE6w9pI,negativo
858870402902315008,Eu sempre dou risada mas eu confesso que nunca entendi essa piada... Alguém aí me explica? :) https:t.coLrcvWizfTD,positivo
859744168742178816,"@Mahrianna Oi, Mari! Tudo bem? A atualização foi liberada! :) Já atualizou o seu?",positivo
858804937874178049,@HOUISCREAM_ @louistprotect Ta certo :),positivo
861314815519854594,"@Popr0cksNCoke Eu entendo a sua frustração. :( Mas assim, quem te seguiu, sabe que o seu conteúdo é assim e que não https:t.coaPOP9rqwzy",negativo
860954175601082368,@sharkinho @Joselei66 Algum dos dois viu a jogada? :),positivo
860893757327241217,@mairaaraujo Parabéns menina maira :),positivo
860940584655233024,@lucgaldino Lembrei da música de Sandy e Jr :),positivo
860045782698872832,"@CanellaMatheus Ou fazendo tema da escola, que no caso se encaixa na primeira opção. :) KKKKKKKKKKKKKKKKK ME AJUDA POR FAVOR KKKKKKKKKKKKKKK",positivo
860698040138686464,Página do facebook :) https:t.coJepjyZMKa4 https:t.coAc4zIpQuEf,positivo
859752911622066177,@kenjoca @Perobensee eu fiz esse muito rápido ;-; mas eu vou tenta desenhar um mlehor do que esse :) e bom gosto! e https:t.cod6CTQna5hd,positivo
859203934111617026,"@jufinaflor JULIANA, VC APRENDA A SEGUIR THREAD. A minha música não pode parar, cantora Jennifer Nascimento :)",positivo
859530013087084544,@benoixst ah :( me avisa quando assistir,negativo
859895545283981313,@magnoguerra93 Obrigada :),positivo
859562096710868992,"@nilsonjr Tem os caras que nascem em Madri, que deve dar uns 10% do estádio :)",positivo
860087300285399040,Bom dia meus amigos do Faceeee! ;) :) ;)  Desejo a todos uma excelente e abençoada QUINTA FEIRA. #EitaLêLê #BenzaDeus ,positivo
859008348011626496,bar :( : 0f5667b5-0f8b-48a3-b99e-900497096d0a,negativo
860875007555231744,saiu your love is my drug da kesha no aleatório. pulei na hora. músicas que deixei outras pessoas estragassem para mim :(,negativo
860812838721515521,@Dieft8cho A saber :(,negativo
860155127444975617,Eu quando era de team só ganhei 1 abiguinho e n consegui evoluir por causa dela :( https:t.coMHLirDWSHf,negativo
860093978523439105,@sadness_godness Kkkkkk infelizmente não :(  Ficaria feliz em ter esse corpinho mas né kkk,negativo
860209266493452289,"Tirei 3,7 na prova de ciências :) q PORRA BOGO SIPDA  I vote for @BTS_twt for the #BBMAs for top social artist #BTSBBMAs",positivo
861055128379547648,L melhor pessoa pra abaixar ainda mais minha auto-estima :),positivo
859161470315180032,@nanafterss saudades maninha quentinha :(,negativo
859896190422396928,:( sorte ta dormindooo,negativo
860161533762043905,tinha um número me ligando sem parar e desligava. aí eu atendi e falei fala desgraça a pessoa respondeu alô :),positivo
859791487571308545,@gaabiproenca_ noça Gabriela :( : *-*,negativo
860907428648562688,"não terminei de arrumar o quarto, choros :(",negativo
859622917541425155,E que conversa legal com Carmen Lúcia e Fernanda Torres :),positivo
859773100640096256,Outono &amp; Inverno e Aromaterapia Clínica :) Cuide-se e previna a manifestação de doenças características desta... https:t.coZd3L6oXf4V,positivo
859023274176638980,"@hobikai0 Vê uns tweets anteriores que eu expliquei, qualquer dúvida só me chamar na DM. :)",positivo
860472135004954626,@Imjbenoist nao desiste de mim &gt;:(,negativo
860639418830520320,No Signs of stopping! :) (Thank God) * Ninguém vai parar aqui não!! :D https:t.co8HEAraBLRH,positivo
859051964717518850,Fluminense 0 x 1 Flamengo Carioca 2017 (1 Final) Veja os Melhores Momentos Abaixo no nosso Canal :) https:t.co0L612l2o98,positivo
860422057355603968,"E eles tão maratonando todo dia esse horário :( era pra ser todos os desenhos clássicos do cartoon, não só esse ;-;",negativo
860691753388699648,"@swen_4SQ Não chamei vc de ridícula, chamei a lana desculpa :( pq ta emocional?",negativo
860755508881481728,inclusive faz uns dois anos q eu tirei o solo hoje nao sei nem toca a intro muito q bem :-),positivo
859103652233060352,Boa Tarde!!! :),positivo
859056697003958273,@NetflixBrasil Não era hoje que iria disponibilizar a 6 temporada de SUITS? até agora nada :(,negativo
859852029270863873,Vais com quem no baile?  Provavelmente sozinha :) https:t.cotdu5vCALzW,positivo
860937410301095936,@opressed_chico Eu também fiquei bué deprimida quando vi os nendoroids de ram e rem e eu sem dinheiro! :(,negativo
861307230133653504,@imagnebts @BTS_twt Que bom tia :) (coraçãozinhos) BTS ON TOP  I vote for @BTS_twt in #BBMAs Top Social Artist Award #BTSBBMAs,positivo
859381033531297792,@brunouesso tá muito difícil mas tamo tentando né :),positivo
860621845728555008,"@SofiaBGameiro não tens sorte com o sexo oposto,ao que parece :)",positivo
859734379496689664,"Como eu já esperava, fiquei c I em Introdução a Logistica :(",negativo
860227623724748801,"@kami_yukie Falo, sou burra :(",negativo
859807085831348225,@ElzaSoares Te mandei uma direct :),positivo
859911576450732033,Não está acontecendo nada. Obrigada por perguntar! :) kaka,positivo
859756474469404673,"Quer dar uns beijos na menina e só fala , Bom dia , Boa tarde , Boa Noite...     Você  é Porteiro ?   Bom diaaaaa :)",positivo
860131357393133569,@iwearagasmask @laura_villain Confesso que já não me lembrava do nome :) isso era o vinyl do verão não era?,positivo
860140969420890113,@00XIY você é linda :( e é um amorzinho tbm ,negativo
859956409852624896,@leoisaway Tem que esperar sessão popular mesmo :(,negativo
859217828058210308,NAAAAOO NENÊ FOI VENDIDO :( https:t.cocwzl1EGCqH,negativo
859760699043717120,@tranquilizar Não :( e agora nem tenho precisão de quando vou,negativo
859047502712119296,@sudefisio hahahaha...oficialmente os ventos do verão!! #Bomdia :),positivo
858885728591376384,"vocês gostam de zoológico? eu não gosto não gente, af, eu tenho uma pena muito grande dos animais :(",negativo
858916796619010050,"@tekvixx meus dois utts, eu fico só lágrimas mesmo :( mais lindinho ainda é quando junta o sandeul, essa 92 line é mto maravilhosa",negativo
859263664272154624,@proudtwice ela é minha moete isso q ela é :(,negativo
859568710503342084,"@Mileyde_bs concordo, me surpreendi com vc amiga, de um jeito bom :)",positivo
859546401256157185,Cade meu amo q nao ta on? :(,negativo
859127973613637632,@ZuiL Eu li também. :-),positivo
858871936402817024,@luisazamprogno pensei que fossemos amigas :(,negativo
859014825741090816,Descanse em paz guerreiro... :( https:t.coIx3B5FvVS6,negativo
860258222309027840,Agora só vejo a Rafa semana que vem :(,negativo
860139624836063234,Meu pau é rosa :),positivo
859098382798917632,@BangtanRoyals @BArmy2017 É que a expressão do Jin parece de tristeza... mas pelo visto nada aconteceu :),positivo
860696242816512000,@JBPROJETO24HRS mas definitivamente qualquer lugar que ele esteja será MARAVILHOSO :) #JustinBBMAs,positivo
860362379162513409,Vou recomendar músicas nos post agora :)  I vote BTS @BTS_twt for #BTSBBMAs Top Social Artist award . RT to vote !,positivo
859621428253130753,"@swifttcreature isso tbm, foi epico mas tbm me parece traumatizante de tanto que as coisas deram errado pra eles :(",negativo
859774695322906624,@Inhurinei @teagaiageo Isso! Se quiser vir pro Rio mesmo a gente não tando aqui o ape tá à disposição :),positivo
860417310796001280,@artangelvampire talvez ela precise só de uma pra voltar a ser diogo :( dooo it,negativo
860951431372734469,@GermanV_17 De nada :),positivo
860896205471133696,@argthai dependendo do campeonato tem sim manda um ticket pra gente que o pessoal conversa melhor com você :),positivo
860457500751134720,@isabellaperdomo Eu que acabei de fazer :),positivo
859680579729715200,@bwbutw O grande Nycolas não tem medo da morte &gt;:(,negativo
861198392822816768,Triste estar longe da minha mae e ver todos os amigos com fotos das mae hmmm :(,negativo
860740653050998784,@Impadim estacionei em local proibido :),positivo
859081400833630208,panda na me :(,negativo
860590936761434112,Chateado quando a cintia n fala cmg :(,negativo
860673078526976000,"Arrumei as malas mas de uma semana, só falta você me chamar , pra eu fugir com você :)",positivo
860374188921692162,"Então se não confias em ninguém , eu sou ninguém :) love you https:t.corShyGhCcZz",positivo
859783868085407748,@Y4NGS De nada :),positivo
860661336321265664,@PlomaAraujo Só aceita cartão :(,negativo
860664170106302464,Como é difícil ser inseguro :(,negativo
859745400986775553,"O peixe urbano tem de melhorar o algoritmo, me oferecer Removedor de Pontas Duplas é crueldade. :(",negativo
860543233826402304,"Insiders, pergunta importante: O que vocês acham que falta na The Insiders Brasil? Aceitamos qualquer crítica e palpites construtivos. :)",positivo
860586107465076736,@ri_beirinho Força! Soma e segue! Dá-lhe os parabéns por mim que ela não viu skype ainda :(,negativo
859131711325700096,so pq ia pegar um açai começou a chover :(,negativo
860632671122227200,"Deus no céu, BTS lacrando na terra e eu army no chão :)  I vote for @BTS_twt for the #BTSBBMAs Top Social Artist Award",positivo
859310211944914944,"Cette aprem, hopito :(",negativo
859079975089180673,cara eu to muito triste que eu não vou conhecer o tom holland :(,negativo
859622147718774784,@radiotalentfm (...) Jesus hein Vcs querem nossos 40 milhões de votos né? Inveja é normal man só n fica pagando micao na internet :),positivo
859997663328161792,@onepilot_ Pior quando nao tem assunto e a pessoa apela pra manda uma foto sua :),positivo
859806273239367684,I want fogo de chaõ :(,negativo
861239364915015680,nunca mais vi a andrielly :(,negativo
859560908942651392,"QUEM DA RT AQUI VAI GANHA UM PESCOÇO NA PERNA,caso vcs quiserem :)  I vote for @BTS_twt in #BBMAs for Top Social Artist Award #BTSBBMAs",positivo
859034711582232576,Minha garganta tá inflamadona ... :(,negativo
859927224182591488,Só o que faltava a WWE fazer isso com a gente :( https:t.coNgJhUAo9tP,negativo
858900898126471168,brayan tá bolado cmg :(,negativo
861056015869120512,eu tenho a melhor namorada do mundo :),positivo
860215725872611328,"eu coloquei, aí congelou :( https:t.coN8UkjY4att",negativo
860185400475877377,"@jesselima96 Pensei exatamente isso. Já tem um tempinho q ele ta querendo isso, fazendo vários projetos sozinho :(",negativo
860834635886080000,@heyisis Bom dia Isis :),positivo
859563074948354048,"@GhostUEP , O @Im16y q e o DDoST, ele falou meu nick errado na hora q era para vc setar o vip, o meu nick e Shaarpey_ se puder setar :)",positivo
859928732676616192,@piterisonfire @tifannyknox simmmmmm sdds rock :(,negativo
859726513578627072,@alinechavs ba line e se eu te disser que to qse comprando as passagens pq o boy é magia memo? :(,negativo
859632354171772929,#ShawnBBMAs  CEEEEEEMMM!!!  Pronto :),positivo
860203333465886720,@ferzocaaa Na vdd tem o mozao da moovee q eu nunca mais vi :(,negativo
858997025848803328,bar :( : 3e5be9f7-745f-4928-a40d-465bcb3e1499,negativo
861287687440957441,Há três anos tínhamos uma banda :( #3YearsOf1DInBrazil,negativo
858873879896477696,@thaireboucas Hoje eu to tão felizinho :),positivo
860665107235434496,só n aguento mais sentir dor :(,negativo
861201178243235840,"cada amanhecer Espirito Santo,me renova. bom dia :)",positivo
860605347593146368,Só é preciso responder minha gente :),positivo
860631965745250304,@inhudestino a senhora está muito vimuca shipper hj hein :),positivo
859174821694930944,@DAYZ88010 :( mas eu quero,negativo
860148026337316865,Na home do UOL lançando meu especial na NETFLIX (neste domingo) :) (+ em https:t.coSyKKT8Pl69) https:t.cok2K8aOig2d,positivo
858809827811893249,@marlatuita Nossa q ruim :(,negativo
860938163300290560,"@viniciussattolo vai se sentir no maracanã é otimo! hahahahaha mas parabens Vi, fez a diferença no dia de alguem :)",positivo
859563743700766721,"@sorriso3335 slg mlk, Apaixonado sim! Pm não! :)",positivo
859161998780772353,Tô me sentindo a pessoa mais sozinha do mundo. Que sentimento ruim :(,negativo
860563144271437825,@pfsmorigo Você pode informar sua dúvida ou se preferir  pode encaminhar a dúvida para o e-mail redes.sociais@decolar.com :),positivo
860126830002655232,momoland suas nao-fotogenica &gt;:(,negativo
860815395850256384,@charmander182 Droga  :),positivo
859353878122426368,agora que ia ficar bom vai dormir :(  dormi desculpa  https:t.cofIx4BetMt0,negativo
860263605421436928,@hooniebun ai ele nem liga mais ja aceitou a zona. sim ele eh taurino i lobe him :(,negativo
860293541142114304,LIVESTREAM REZENDE @rezendeevil festival ADR em Londrina?? Eu q tirei ft contigo no Catuaí :),positivo
860167797023879168,"@Pedropc2calvo Obrigado por me seguir, assim que eu vizualizar eu sigo de volta!! :) #TuitUtil https:t.co4lmHo11Lpc",positivo
860637749250076672,@MartinMapz Se minha internet cooperar. Tamo aí parça :),positivo
861264369279217664,@AnaCarolina_273 Diga adeus as normas de formatação! Faça seu trabalho no #FastFormat :),positivo
860192823982907396,Melhor coisa foi o Villa Mix começar 14 horas :),positivo
860826335064805376,"@Brunakarinybs Eu estou tão atarefada com a escola que nem tô tendo tempo pra escrever e postar, desculpa :(",negativo
859037605744316417,Será que a gente vai conseguir mimir assim um dia? :( https:t.co2hyw2TqGO6,negativo
861317370253651969,@FollowDMs_Help Eu tinha esperanças.. mas a vida que segue :(,negativo
859125547321917443,@kncfxol Mentira :),positivo
859133858633183234,@zwtanna de nada :),positivo
861080056046776321,Único amor que pode nós preencher e o de Jesus :) https:t.coizSrpAFbuE,positivo
861063558448197632,@gustcavo @nickjonasfame já sigo :),positivo
860927991324528646,@thaynaloures vou sim.. :),positivo
859211030857220096,pode me seguir ja  não to afim :) https:t.couhZi9EPTHy,positivo
859654858705645568,@undercanalioti ta sim :(,negativo
860939855672610817,@ManuelReis Têm muito esse hábito quando perdem... :),positivo
860701585424429056,@SaikoMene Melhor combinação :),positivo
860919345530195969,@baematsu mas vale a pena ler :),positivo
859344247719383040,@jxnatas Ponto interessante ! Vou dar uma pensada nisso !! :),positivo
859806532011249664,@ouicarol só com o ep da morte do pai do Marshall :(,negativo
859753034867453953,@gui_breezy11 Passou? :),positivo
858992817997303810,chegámos ao melhor mês do ano :),positivo
859045107567386625,E como eu já amo domingo :),positivo
859418010930614272,"Gastei 10 hoje em comida, como é q isto é possível :(",negativo
860662711948128256,"@088KHN @WNDRLSTRPBR @O89Yulyulk mamae, dá uma olhada nesse feudo aqui, só tem gente legal. :(",negativo
860097179528155136,@Flavia182 feliz aniversário! :),positivo
861319288292028420,@SenacBrasil pede p @senacpe me responder :(,negativo
860930482254389249,Letras novas :),positivo
860519275106324481,"mas tô de boa, um dia de cada vez e a gente chega lá :)",positivo
860231076995837952,"@phillpplahm Homem alto é a partir de 1,80 :(",negativo
860289835981996034,@BiscoitDaTatto Quanta maturidade esse cara tem gente :),positivo
860723439602196480,agora eu quero sorvete :(,negativo
861238695415951361,Não me deixe ir :) https:t.coWfrZIkzZ5C,positivo
860324205623209984,@iMAHimovic veja agora :) https:t.co1x2vipHOzY,positivo
859426041579814912,"olá armys, eu as quero na minha tl :)  I vote for @BTS_twt for the #BBMAs Top Social Artist #BTSBBMAs",positivo
859548620617547777,"Acredito que finalizarei o vídeo hoje, não tá como gostaria porque ainda sou noob em colocar alguns efeitos e memes :(",negativo
860083618206687232,Bom dia pra quem torce pra um time ridículo :),positivo
860984038047330304,@_Giuverissimo nao na vdd eu sou bem levinho :),positivo
860966351451697152,@_Miiimi_ Mais tg :(,negativo
861256068072181760,@jacksonuwang tadinhas :( vou procurar no youtube,negativo
858842960997306368,bar :( : 7d1a9da4-7b07-461a-916f-e351e99d25fe,negativo
858978861362675712,"Tomara q o belo tenha me colocado no msm ônibus que o Mozaum, se n, onde é que eu vou dormir??? :(",negativo
859097520198352897,tristeza repentina pq o sean nao vai cantar :(,negativo
860602669181915141,Meus pais cortaram o cabelo juntos @louteasdale olha eu to felizte  quero o cabelo deles grande :( https:t.co8qFreRCsHa,negativo
859247945157312522,"@A7xRabbit @highwaytoh3ll_ Mas foi o que eu falei no primeiro tweet :(, o segundo foi ironia :c",negativo
858820230012964865, Qual o melhor ask que segue?    Sigo muitos asks bons :) https:t.coqUX1fVfT8M,positivo
860983852965253120,@Inemafoo @franguinho113 QUERO VIP NUNCA GANHEI ND :(,negativo
858854913232842752,@Vivian_Carla_ nem chama :(,negativo
860501480712937473,@vunecor vamos nos ver simmm onde vc vai ficar? me manda msg no fb pra a gente combinar direitinho :),positivo
860937184613892097,Eu amo meu pai :(,negativo
860222505319096320,Boa noite e até amanhã! :) https:t.coHmIWf1BwQA,positivo
859359540864843776,Ooo-OOO-ooh :) https:t.coQ5nZX5iRsc,positivo
860056007816478720,@byunluhxn seegasm é otro as vezes eu penso q ele tenha um bf mas slah ele pod esconder o boy mas seria meio impossivel hun :(,negativo
859903309678817280,@Kyuuuga @LoLFintinhas @joaocicio @adriano_cmf @itsmeERROR @rhuckz @Andretgv0 @SilverGhunzul Podes só ouvir :),positivo
860154094924812289,"@Crisszorita Uf uf ia bs, estos lgbtiq+ de kk, joe, puta bida :(",negativo
861060798155718657,já que não dá pra ir no show... :): https:t.cofrsjMVWrM8,positivo
859061764599754753,@prata_jose é um gato fantástico. :),positivo
860263116638228480,Fotos novas :) https:t.codUy6iNjUQs,positivo
859133399407230980,"@4everwearetroxa @fightingastro @BTS_twt Não meu amor, eu to falando o link da página pra ajudar o astro, ele não carrega :(",negativo
859029520283729920,"nao to achando nadinha de maikin, fb, insta, nada..... queria tanto falar com ele :(",negativo
859863654543626240,queria uma massagem :(,negativo
860430993097928704,Vou dormir mais um pouquinho :),positivo
860171423314325506,Guiiitaaaaaar :),positivo
858794176070254592,status: participando de um sorteio do álbum da taeyeon porém perdendo as esperanças :(,negativo
859396422629773312,@camsK Foi bom poder dormir pesado...mas senti falta de começar o dia com eles na cama :-),positivo
859062640915750912,"Poxa, queria tanto ter dado um 10 pra moça da @Vivoemrede que me atendeu no telefone, mas a ligação caiu. Então deixo registrado aqui. :)",positivo
859342793256443905,Linda  Obg :) https:t.col0rtb22B4P,positivo
860233513878122500,não vai ter camila seguindo meus amigos pelo meu spam :(,negativo
860904395210465280,@archivescmila ai duda me ajuda :(,negativo
859728015944818688,"@Mayara_Molina Ahhhhhhh que maneiro, Mayara!!! Bom dia :)",positivo
860451220808511488,camila não vai me seguir nunca.. então vida que segue :(,negativo
861019908620124164,Helloo. . . :) Vanessa (Nxssuhh) https:t.coXmkwN0x6nR,positivo
861210719555117056,@iasmynnunes11 Vem mesmo :),positivo
858823564023263232,Mas pior :( https:t.coOcRjeQJMdn,negativo
859927927210823682,@FlatzG0D_ @Raafa_Collins @SwaagPvPxD1 Raafa pq sem ele n teria o PvP com era antes :),positivo
859113396125532160,@louismasturbou Seguindo :),positivo
859945558164643843,@gabrielramoos Estamos sim :),positivo
860075250444357633,Vou no mercado comprar manteiga e umas frutas. Mas ta feio o tempo :(,negativo
859957126139183104,Boa noite: com saudades :( https:t.co49tmsbG74i,negativo
860068140901953536,tenho duas provas hoje não posso faltar :(,negativo
859912740089024513,Ajuda dando um RT :) agradeço desde já #TimBetaAjudaTimBeta #timBETA #BetaAjudaBeta #projetotimbeta #betaseguebeta https:t.coqikRq9LwK9,positivo
859745699109511168,A melhor coisa é amar a geração seguinte... :) https:t.coZLM1LXOybN,positivo
859232012770660352,@oxwlu se você matá-lo eu fico sem :(,negativo
858812929948430336,@rafaela_kb Nos vemos lá :) vistes o resultado de hoje? rs,positivo
859189723306315776,"@jpurposw exato!! Mana ou mano, não sei aliás, qual é seu nome? Foi muito bom conversar com vc hj de verdade :) gostei de te conhecer haha",positivo
860181795983282177,"@utt_bts Oh, está tudo bem, está tudo bem. :)  #BTSBBMAs",positivo
860440984278241280,"Amigos palestrinos, quem deve ser o novo técnico do Verdão? Quero saber a opinião de vocês! :)",positivo
859968166281306113,@vnessaolv Quando vir pra SP avisa q nois marca uma party aqui só com a elite :),positivo
861199561150345216,E hoje tem mais uma edição do delicioso Café das Cinco - Encontro de Compositores.   Vamos? :) https:t.co4vpD9yunzZ,positivo
858969917395226624,@ruimaga7 Bom dia aproveita masé para descansar que bem precisas :),positivo
859817333321334784,"@_CamillaDuque Eu já aguento tanto coisa em relação a dança, só por amar, que aguentar isso não é nada né...  Quer dizer nós aguentamos! :(",negativo
859398597611278336,"@ifavhenrik siim aaaa tô encantada, queria ser aluna do merlí :(",negativo
859736473444257792,tá gd tempo lol qmd que o meu namorado  tivesse escola até tarde :(,negativo
860201363170570240,como e q eu vou p Aveiro amanha a noite c chuva? :(,negativo
861093824017387520,sim sim :) sempre será bem vinda https:t.coJNfRrV3ai1,positivo
860529537410584576,exatamente há um ano atrás eu estava namorando suahus :( shorei,negativo
859063531945250816,Ohhhhh chihuahua :-),positivo
858849038619332608,@debnamix eu também :),positivo
860862940181925888,@heybolota Se for o role do dia 20 eu vou estar fotografando o evento :),positivo
859153599246553091,"Quero as calças, o top, o rabo e a barriga obrigada :) https:t.co44w4iw4izj",positivo
859101750183288832,peço perdão para as pessoas q demoro mil anos p responder eh meu jeitinho :(,negativo
860585938560458752,aí você lembra que plutão não é mais planeta :( https:t.coBQwh1oPUGs,negativo
859407479486263297,@omalestafeito @PensadorZarolho @ZeliaMariaMatos os pirilampos fodem tudo... :),positivo
859055676714348545,@PFollowIdolos Todos Ainda to no 0  :(,negativo
860313930396307457,minha mãe falou que eu to ficando gorda :(,negativo
860257828577169408,https:t.coQr81sNs53v DIVULGAÇÃO :)  Feito :) https:t.cohBVur3a4to,positivo
859227997370535937,"@laycezaro Muitaaaaa saudadiiii daquele dia, temos q combinar outro (e temos q sair de pijama no centro de novo) :)",positivo
859035104219467776,Mes que vem ja tenho que pagar a primeira presta do meu carro :(,negativo
858870409000873984,"Quando assisti na primeira vez, já estava no meio do filme :(",negativo
860143595898142721,Gostei de um vídeo @YouTube https:t.coH2y5gJ79S3 Para VIICTOR GAAMER :) TMJ,positivo
859112173213278208,@izzyisaries Q vaca lol :( este fds não tenho pai em casa,negativo
860391847725850624,hj tenho aula com a professora linda novata que é minha paixão platônica por isso to indo tão cedo NUMA SEXTA eu nunca ia pra aula sexta :(,negativo
861274404336144384,"@givelr certo, já vou ler agora :)",positivo
859823221566316544,minha cabeça tá estourando :( vou sair um pouco depois eu posto os outros desenhos,negativo
858969248571564032,"No ar, Show da Manhã, com Heitor Pessoa e Palhaço Azedinho. :) https:t.coyiQGywVEZD",positivo
858882039793299456,"@BTS_jp_official O Brasil ama muito vocês! Acho que sabem, mas é sempre bom reforçar. :) https:t.co9MyNB5hfb5",positivo
859093481020633088,queria ficar na cama mas tenho q estudar pras provas :),positivo
859156207470346240,Tanta coisa acontecendo e vc sem poder ajudar :(,negativo
860429585003008001,"@marceloprates_ obrigada pelas palavrinhas, realmente ajudou, me acalmei e fui dormir :)",positivo
859359487920152577,"Vai ter bom dia com foto da viagem, sim :) @ Tabuleiro do Norte https:t.coVLaB3i8BoN",positivo
859046372707897344,@Naniemolove @BTS_twt sim to experimentando uma coisa aki :),positivo
860556168460210176,Que ascooooooo. :(,negativo
860409482861465600,@jsjkrei ULAYS dasar :(,negativo
861250867328110592,Adicionei um vídeo a uma playlist @YouTube https:t.coFdi5pkdGad quer dar deslike no canal :),positivo
859532616206241792,"Tem vídeo novo :) @ Florianópolis, Santa Catarina https:t.coImpHrIUNnb",positivo
861303075348328449,A mina botou tanta inveja nas minhas unhas que elas pararam de crescer e quando cresce quebra :( AH VEI,negativo
860592701774979072,@rawdiadem aaaaaaa não fala isso :( o vestibular não diz nada,negativo
860603838943965185,ele não consegue voar mais :(,negativo
859180223711117312,@t3ddyyyyy voltei a sorrir :) https:t.conSBxIxOqHR,positivo
861193281971027968,@melfiestas Linda foto.sales linda :),positivo
860987620662423552,@carolinanevesz hoje em dia sim :) planejamento ajuda bastante na ansiedade!,positivo
860116212679933952,Gata :)  Obrigada rssss https:t.coi5s1jBeGTr,positivo
859983376719204353,"95 anos. o Tio ja não tinha condições de dar uma pimbada, deixa ele descansar em paz :)",positivo
860846964388360194,"Isso é fato, #TOPTVZ arrasa com os melhores clipes da atualidade :)",positivo
859334733049864192,preciso me desculpar maaaaais 1vez por esse sumiço mas minhas notas na a1 n foram lá as melhores ent já TOdando aquela estudada p a2 :),positivo
860411467727818753,"eu tava aqui lendo minhas dm antigas e como eu era feliz e não sabia :( como eu fui estragar a minha vida desse jeito, hein?",negativo
